cycle,material_id
0,mp-698617
0,mp-1199295
0,mp-556079
0,mp-1196964
0,mp-1177252
0,mp-1201975
0,mp-1212218
0,mp-22072
0,mp-730190
0,mp-31306
0,mp-1173621
0,mp-1200045
0,mp-625653
0,mp-675363
0,mp-625687
0,mp-625641
0,mp-1244941
0,mp-637224
0,mp-581457
0,mp-1208632
0,mp-1209397
0,mp-626295
0,mp-556729
0,mp-626340
0,mp-626297
0,mp-1182545
0,mp-626268
0,mp-17569
0,mp-777292
0,mp-1210818
0,mp-1353537
0,mp-683982
0,mp-1209574
0,mp-1216800
0,mp-27357
0,mp-649833
0,mp-27342
0,mp-1215756
0,mp-1220890
0,mp-1100824
0,mp-29429
0,mp-17160
0,mp-1179473
0,mp-569702
0,mp-1209028
0,mp-600084
0,mp-675284
0,mp-1212012
0,mp-685126
0,mp-667368
0,mp-560336
0,mp-1210149
0,mp-555521
0,mp-849991
0,mp-1203441
0,mp-557189
0,mp-1208720
0,mp-530144
0,mp-772193
0,mp-531132
0,mp-30109
0,mp-1245322
0,mp-600022
0,mp-647075
0,mp-1214171
0,mp-22046
0,mp-570602
0,mp-600098
0,mp-553945
0,mp-646895
0,mp-600024
0,mp-600085
0,mp-768986
0,mp-554755
0,mp-1048114
0,mp-23452
0,mp-734819
0,mp-780241
0,mp-1208328
0,mp-1203513
0,mp-557894
0,mp-667400
0,mp-1245010
0,mp-1080636
0,mp-1248957
0,mp-581173
0,mp-1096432
0,mp-559631
0,mp-1196261
0,mp-759817
0,mp-1201738
0,mp-561252
0,mp-554855
0,mp-760332
0,mp-31033
0,mp-768833
0,mp-1244964
0,mp-1245190
0,mp-776782
0,mp-1209545
0,mp-776610
0,mp-1245206
0,mp-1197328
0,mp-568485
0,mp-570655
0,mp-1097039
0,mp-1245309
0,mp-1197629
0,mp-1200639
0,mp-30702
0,mp-1244955
0,mp-1194759
0,mp-27235
0,mp-554873
0,mp-1217580
0,mp-1180175
0,mp-560608
0,mp-29991
0,mp-1080632
0,mp-849229
0,mp-560318
0,mp-1223670
0,mp-542093
