cycle,material_id
0,mp-1207360
0,mp-1173125
0,mp-773910
0,mp-626431
0,mp-777314
0,mp-10157
0,mp-4733
0,mp-1207049
0,mp-773114
0,mp-1025493
0,mp-1189652
0,mp-755380
0,mp-1103675
0,mp-766123
0,mp-1216814
0,mp-726332
0,mp-558351
0,mp-1101169
0,mp-2637304
0,mp-779546
0,mp-556882
0,mp-1043698
0,mp-978
0,mp-27791
0,mp-555159
0,mp-1209415
0,mp-1187283
0,mp-667373
0,mp-2647044
0,mp-28781
0,mp-755089
0,mp-556583
0,mp-16811
0,mp-2364
0,mp-1342458
0,mp-769005
0,mp-600015
0,mp-2901885
0,mp-731864
0,mp-557354
0,mp-1100897
0,mp-27202
0,mp-1183945
0,mp-11684
0,mp-1205613
0,mp-1020622
0,mp-532094
0,mp-556469
0,mp-1183007
0,mp-3932
0,mp-1014287
0,mp-1195746
0,mp-779413
0,mp-5732
0,mp-1207291
0,mp-626973
0,mp-1103987
0,mp-23295
0,mp-545974
0,mp-1233794
0,mp-1207269
0,mp-676411
0,mp-1244897
0,mp-974336
0,mp-561090
0,mp-1214625
0,mp-1184317
0,mp-1195265
0,mp-1213215
0,mp-1211633
0,mp-571387
0,mp-1244918
0,mp-759230
0,mp-7594
0,mp-998234
0,mp-15254
0,mp-23798
0,mp-626554
0,mp-1346713
0,mp-773830
0,mp-972551
0,mp-643270
0,mp-1215463
0,mp-559360
0,mp-1201186
0,mp-605912
0,mp-37267
0,mp-1176564
0,mp-542832
0,mp-755066
0,mp-861975
0,mp-730190
0,mp-560998
0,mp-1536913
0,mp-554755
0,mp-753355
0,mp-675846
0,mp-727023
0,mp-11709
0,mp-5899
0,mp-644445
0,mp-8136
0,mp-1196090
0,mp-1245024
0,mp-17450
0,mp-1192806
0,mp-554946
0,mp-555791
0,mp-1211654
0,mp-1177942
0,mp-675778
0,mp-780772
0,mp-559347
0,mp-998421
0,mp-571653
0,mp-1209416
0,mp-1179114
0,mp-971683
0,mp-1184187
0,mp-689684
0,mp-1214876
0,mp-22671
0,mp-12932
0,mp-776084
0,mp-1387656
0,mp-703459
0,mp-1185521
0,mp-1543931
0,mp-1101130
0,mp-1178399
0,mp-3416
0,mp-755001
0,mp-1245245
0,mp-1020947
0,mp-1200324
0,mp-600050
0,mp-22983
0,mp-29292
0,mp-972981
0,mp-22935
0,mp-600061
0,mp-1182949
0,mp-1183667
0,mp-1247922
0,mp-1120764
0,mp-1208610
0,mp-1182823
0,mp-29937
0,mp-32927
0,mp-557017
0,mp-561181
0,mp-686040
0,mp-770720
0,mp-18280
0,mp-639480
0,mp-1204070
0,mp-697085
0,mp-1182901
0,mp-555235
0,mp-3285
0,mp-1245211
0,mp-1040871
0,mp-975053
0,mp-1207483
0,mp-696812
0,mp-1232370
0,mp-3346580
0,mp-1211890
0,mp-1184764
0,mp-1244947
0,mp-1200292
0,mp-1194272
0,mp-1212889
0,mp-1190655
0,mp-1211690
0,mp-22896
0,mp-1203590
0,mp-769297
0,mp-779147
0,mp-1245023
0,mp-1245212
0,mp-1204859
0,mp-1226554
0,mp-1285355
0,mp-600039
0,mp-29223
0,mp-771772
0,mp-1222263
0,mp-1245026
0,mp-31408
0,mp-1245291
0,mp-753948
0,mp-1190880
0,mp-2754
0,mp-634900
0,mp-1202722
0,mp-753156
0,mp-766279
0,mp-579125
0,mp-18620
0,mp-1208969
0,mp-769044
0,mp-778387
0,mp-729728
0,mp-4589
0,mp-3347
0,mp-27391
0,mp-1179488
0,mp-1192781
0,mp-1245057
0,mp-1182147
0,mp-756251
0,mp-1181830
0,mp-685184
0,mp-1400588
0,mp-663422
0,mp-17279
0,mp-17065
0,mp-1206234
0,mp-1105018
0,mp-676409
0,mp-772063
0,mp-35683
0,mp-1244898
0,mp-998711
0,mp-530146
0,mp-37657
0,mp-559771
0,mp-675600
0,mp-1402840
0,mp-24668
0,mp-1105904
0,mp-1190940
0,mp-1029
0,mp-1196563
0,mp-556961
0,mp-531956
0,mp-1246777
0,mp-1001079
0,mp-755483
0,mp-4519
0,mp-1235382
0,mp-600001
0,mp-11711
0,mp-28123
0,mp-600053
0,mp-531132
0,mp-770743
0,mp-559962
0,mp-1211451
0,mp-9488
0,mp-679
0,mp-752526
0,mp-867735
0,mp-1188344
0,mp-600041
0,mp-563
0,mp-755141
0,mp-32570
0,mp-1233067
0,mp-29336
0,mp-640740
0,mp-27535
0,mp-600005
0,mp-323
0,mp-974862
0,mp-1179108
0,mp-34656
0,mp-1206338
0,mp-736227
0,mp-1229207
0,mp-1221177
0,mp-759943
0,mp-19908
0,mp-768378
0,mp-1256499
0,mp-1105697
0,mp-23697
0,mp-1196497
0,mp-981662
0,mp-1020014
0,mp-27501
0,mp-556218
0,mp-13753
0,mp-760795
0,mp-10251
0,mp-1078265
0,mp-5767
0,mp-1077316
0,mp-756339
0,mp-675106
0,mp-18256
0,mp-1095292
0,mp-761873
0,mp-28641
0,mp-1014296
0,mp-1077335
0,mp-1210775
0,mp-24076
0,mp-1188721
0,mp-638765
0,mp-696871
0,mp-772497
0,mp-1185757
0,mp-555700
0,mp-1229024
0,mp-550908
0,mp-768345
0,mp-558366
0,mp-1183047
0,mp-13064
0,mp-1397
0,mp-1194942
0,mp-1105223
0,mp-754349
0,mp-1185168
0,mp-23683
0,mp-14323
0,mp-558958
0,mp-7693
0,mp-1173357
0,mp-1211015
0,mp-1214684
0,mp-1184804
0,mp-639463
0,mp-600014
0,mp-7618
0,mp-27200
0,mp-1100983
0,mp-14853
0,mp-1205738
0,mp-1196764
0,mp-1407206
0,mp-29655
0,mp-13181
0,mp-3637
0,mp-555983
0,mp-769070
0,mp-23432
0,mp-4202
0,mp-766258
0,mp-556376
0,mp-673570
0,mp-779518
0,mp-772958
0,mp-1020123
0,mp-642736
0,mp-759069
0,mp-557873
0,mp-1244994
0,mp-757331
0,mp-557076
0,mp-1224693
0,mp-5492
0,mp-756760
0,mp-1206473
0,mp-1192265
0,mp-554175
0,mp-772812
0,mp-557933
0,mp-756142
0,mp-600024
0,mp-727115
0,mp-755104
0,mp-615833
0,mp-1200214
0,mp-3346571
0,mp-1193269
0,mp-729513
0,mp-759386
0,mp-1043416
0,mp-17909
0,mp-556307
0,mp-6978
0,mp-625718
0,mp-768307
0,mp-4875
0,mp-773953
0,mp-12645
0,mp-1221354
0,mp-569461
0,mp-1224622
0,mp-776475
0,mp-29446
0,mp-1207345
0,mp-1524481
0,mp-626151
0,mp-4769
0,mp-17297
0,mp-615993
0,mp-8825
0,mp-1223447
0,mp-1195933
0,mp-683970
0,mp-8861
0,mp-1196617
0,mp-30274
0,mp-1173104
0,mp-754341
0,mp-38916
0,mp-1143521
0,mp-557881
0,mp-3975
0,mp-1214102
0,mp-771309
0,mp-1173352
0,mp-673165
0,mp-1014333
0,mp-768961
0,mp-771963
0,mp-1228805
0,mp-632326
0,mp-600059
0,mp-600051
0,mp-1097011
0,mp-1223752
0,mp-634979
0,mp-755948
0,mp-638049
0,mp-1223790
0,mp-4266
0,mp-1204451
0,mp-14193
0,mp-1078573
0,mp-1206508
0,mp-777731
0,mp-754134
0,mp-600098
0,mp-27721
0,mp-1178196
0,mp-20066
0,mp-1225510
0,mp-695817
0,mp-674516
0,mp-558336
0,mp-757205
0,mp-667379
0,mp-2038579
0,mp-1206108
0,mp-675472
0,mp-233
0,mp-1203808
0,mp-1066400
0,mp-1759
0,mp-560836
0,mp-1043424
0,mp-560152
0,mp-625807
0,mp-1196163
0,mp-555211
0,mp-556290
0,mp-604325
0,mp-560754
0,mp-18192
0,mp-28125
0,mp-558025
0,mp-1173137
0,mp-600002
0,mp-774557
0,mp-1200685
0,mp-667371
0,mp-29330
0,mp-1212749
0,mp-1078871
0,mp-555497
0,mp-706937
0,mp-551798
0,mp-675283
0,mp-753917
0,mp-11725
0,mp-555128
0,mp-555800
0,mp-1244888
0,mp-556662
0,mp-1180580
0,mp-557004
0,mp-1184645
0,mp-676049
0,mp-530546
0,mp-1214751
0,mp-504801
0,mp-1193580
0,mp-768203
0,mp-1103129
0,mp-1194548
0,mp-1014316
0,mp-32591
0,mp-706630
0,mp-1244868
0,mp-776076
0,mp-1072114
0,mp-626470
0,mp-557211
0,mp-1198592
0,mp-33302
0,mp-1229192
0,mp-1225893
0,mp-561154
0,mp-558226
0,mp-1214626
0,mp-7048
0,mp-1237277
0,mp-861968
0,mp-1203148
0,mp-1203033
0,mp-558636
0,mp-3615
0,mp-571627
0,mp-676552
0,mp-3775
0,mp-565711
0,mp-1101074
0,mp-1760
0,mp-561055
0,mp-583714
0,mp-620058
0,mp-768145
0,mp-1199941
0,mp-1219714
0,mp-971684
0,mp-22604
0,mp-600057
0,mp-573691
0,mp-7615
0,mp-1209235
0,mp-865500
0,mp-554423
0,mp-1220826
0,mp-1245080
0,mp-752717
0,mp-12243
0,mp-600067
0,mp-1220708
0,mp-643084
0,mp-1204260
0,mp-23739
0,mp-773831
0,mp-561488
0,mp-1205474
0,mp-554583
0,mp-28204
0,mp-787
0,mp-684990
0,mp-1245177
0,mp-1041588
0,mp-971707
0,mp-775757
0,mp-14817
0,mp-1106356
0,mp-1190647
0,mp-976115
0,mp-779261
0,mp-773817
0,mp-556812
0,mp-754355
0,mp-27692
0,mp-1245037
0,mp-1184808
0,mp-644223
0,mp-1014332
0,mp-35986
0,mp-2574
0,mp-626994
0,mp-675555
0,mp-771174
0,mp-776332
0,mp-1540904
0,mp-1180991
0,mp-558430
0,mp-560572
0,mp-632291
0,mp-530164
0,mp-30197
0,mp-554243
0,mp-1102681
0,mp-1245183
0,mp-771778
0,mp-972825
0,mp-1225447
0,mp-1244963
0,mp-626502
0,mp-1019894
0,mp-1206620
0,mp-1412630
0,mp-769173
0,mp-559337
0,mp-1220684
0,mp-772744
0,mp-5884
0,mp-1218196
0,mp-1173030
0,mp-1249
0,mp-768954
0,mp-541338
0,mp-1541714
0,mp-5730
0,mp-1211695
0,mp-861109
0,mp-1183496
0,mp-1353670
0,mp-1020739
0,mp-1746
0,mp-1019559
0,mp-1120739
0,mp-1211506
0,mp-685242
0,mp-29731
0,mp-1201512
0,mp-16031
0,mp-14941
0,mp-1245081
0,mp-556985
0,mp-1245270
0,mp-755373
0,mp-2209593
0,mp-612118
0,mp-1245017
0,mp-754903
0,mp-779582
0,mp-1105655
0,mp-1185105
0,mp-653763
0,mp-1068966
0,mp-557585
0,mp-571222
0,mp-1205530
0,mp-675418
0,mp-531687
0,mp-984550
0,mp-556564
0,mp-772919
0,mp-13067
0,mp-1179275
0,mp-717
0,mp-1101401
0,mp-600038
0,mp-27342
0,mp-1197994
0,mp-771338
0,mp-862855
0,mp-545719
0,mp-1096864
0,mp-559956
0,mp-1025227
0,mp-2925199
0,mp-1202303
0,mp-556654
0,mp-697196
0,mp-1985
0,mp-779498
0,mp-1222118
0,mp-755588
0,mp-1244885
0,mp-1214847
0,mp-1245111
0,mp-557894
0,mp-19065
0,mp-1190456
0,mp-1178583
0,mp-779420
0,mp-30089
0,mp-13840
0,mp-560155
0,mp-556584
0,mp-1188220
0,mp-1247846
0,mp-768957
0,mp-12237
0,mp-545488
0,mp-554258
0,mp-559390
0,mp-883306
0,mp-8836
0,mp-1047756
0,mp-771158
0,mp-753990
0,mp-556591
0,mp-1120734
0,mp-754401
0,mp-779522
0,mp-756888
0,mp-1245196
0,mp-685970
0,mp-554113
0,mp-1019513
0,mp-33335
0,mp-560815
0,mp-10086
0,mp-675681
0,mp-29764
0,mp-1176669
0,mp-667338
0,mp-768333
0,mp-11653
0,mp-1212061
0,mp-1101137
0,mp-18074
0,mp-12787
0,mp-555556
0,mp-1019898
0,mp-31033
0,mp-985570
0,mp-2718
0,mp-5224
0,mp-2852
